"b_Intercept","b_hu_Intercept","b_Open","b_Fishable","b_logS_RS","b_M_RG","b_M_Gag","b_sin1","b_cos1","b_sin2","b_cos2","b_A_RS","b_hu_Open","sigma","lp__"
-9.80839722757568,0.773017669435486,2.82099654213314,17.7908986042592,-0.068051952013455,0.666872328856897,0.15467642695705,0.387468704737455,-0.244336886236354,0.130814426219029,0.109003450016442,0.265949649380475,-2.9671674049737,0.912347594596765,-1560.71672126712
-1.78319203091603,1.41021564840546,2.79645176318461,8.99865372898282,-0.393883754707828,1.37247812010933,0.189273202287551,0.160541478057341,-0.00249638965562935,0.114818317901158,0.547500074427375,0.0853478405141291,-4.78185537628853,1.02639556595861,-1557.30815212765
-2.46248215109382,0.775193448760155,2.85655495792137,10.3129797448416,-0.228871671860315,0.862841826285255,-0.0247170329052567,0.29482545885554,-0.184548757705042,0.213722240830018,0.41037851645567,0.142890468881265,-3.50125528108615,0.955100612094859,-1555.88594239486
-5.67042077028097,1.35484378288815,2.46397429999847,12.1232022205219,-0.259892291876986,1.98160409869812,0.672942658637919,0.331032421526398,0.0986991970550934,0.106750195031873,0.4829638574012,0.373650623195342,-3.97169744265259,0.986788056559559,-1561.58687098087
-3.97104860033047,0.838916309428063,3.20424895396306,12.1308387748176,-0.533917505576562,0.315612676587338,-0.0458282076993779,0.357940743492617,-0.129449671067507,0.155695441719898,0.172253763565196,0.0561385364755213,-4.63068929845576,0.943373625378244,-1560.87857150227
-1.0232915625038,1.30684336137083,2.60614067011385,8.06993652641971,-0.520248172019842,1.33019069897837,0.3273370714006,0.0525274881313415,-0.267704136002163,0.104297560698028,0.42674447106441,0.239311990468179,-4.75192406186251,0.934173313985579,-1558.26292313673
-2.03892935401353,1.18536619773137,2.63192133149253,8.9272545204094,-0.255400913216562,1.47929842508798,0.430632304284827,0.446190374276388,-0.154098708944146,0.0314796431699099,0.429727729950348,0.182198306785539,-4.64985884655314,0.929189786933311,-1557.86568331354
-3.82287947005756,1.13497105270464,2.36414339517539,11.1222513138198,-0.373856726677604,1.24579138304949,0.769691905533953,0.259465227400307,-0.0126511467055963,0.24412448633698,0.424528737513368,0.105619031109234,-4.7691776550471,0.9726846710247,-1559.27236040548
-5.18659877562068,1.26358344446133,3.19344246983125,12.6824163171911,0.029081276690476,0.884926186423964,-0.187209798240161,0.218492190496998,-0.27097481629168,0.238473506568503,0.275088092046942,0.287145419916122,-3.61987151044112,0.990377026970578,-1560.28583675315
-9.64703705285609,0.997190158362608,2.56190076815839,17.1431396873089,-0.454352487477151,1.34215720421542,0.380955539674738,0.277291850456978,-0.0686123337214901,-0.207321050374228,0.484525450411947,-0.0438295060664938,-4.65842949372293,0.990154916796601,-1560.97230150542
4.09003830305084,1.4223004236203,2.81550933463524,3.77067928354023,0.271719484383112,0.18089776824785,0.0187776591470745,0.184764242047979,-0.615096128505615,0.0747926468738999,0.382809322812387,0.492011869380853,-4.66547338545079,0.950794174227472,-1562.54277750277
