"b_Intercept","b_hu_Intercept","b_Fishable","b_M_RG","b_logS_RG","b_M_RS","b_M_Gag","b_sin1","b_cos1","b_sin2","b_cos2","b_A_RG","b_hu_M_RG","sigma","lp__"
-1.26011339948726,0.207330310517044,9.35194383894184,1.69277468108619,0.1185874212863,-0.430427111388554,0.457831102259177,0.123788826032067,-0.377494550032707,0.032438273447348,0.377046196340189,0.559348001453699,-11.6409153519314,0.882854936967254,-2659.80805984787
0.672322009819821,-0.94453245235718,6.8684505126289,1.28642827240795,0.874361080216234,-0.405407293908751,0.352299575086808,0.176712277366182,-0.530223021607114,0.0340843413797655,0.260047386110501,0.60984532976589,-13.6806564177193,1.01012594318611,-2662.34858077403
-8.7659994801438,-0.978141743684819,15.6926662739406,1.83296309028453,1.42900185389616,-0.503010825258065,0.0156533078463947,-0.0952827465606336,-0.356754467952116,-0.111291404732772,0.144219848596185,0.606805636816628,-12.1172171495818,0.907275198744969,-2663.53048740509
-8.1155433863913,-1.52700676222388,15.6901753757282,2.03304449229319,0.577246430974014,-0.324072084268865,0.172987188549458,0.0210072388705148,-0.0932828093653991,0.0408238293173366,0.32957462924426,0.629521341977734,-3.8990780492959,0.847972340331212,-2660.42083207112
-4.48164029563328,-2.44474088492081,12.6040317743928,1.24374517444776,0.727906282512518,-0.348770549125405,0.372302566744794,0.190678712954501,-0.432216194487276,0.0970188306849093,0.456130086337224,0.406216227670892,-8.13246922945969,0.922016654786423,-2662.10611128727
0.19585109258292,0.0371909019728092,8.37449891811541,1.16306532678848,0.35464553655444,-0.388136755954887,0.134385387672573,0.0130906496054482,-0.482494918168433,0.273184098924515,0.261496657238444,0.537717139990967,-7.84650842664316,0.862577807544594,-2662.01367269468
-7.13682872006694,0.0357152753396512,14.8387505016457,2.0428071494669,0.500952947998994,-0.507472961830999,0.355298342398729,0.192732710564969,-0.29467734562048,-0.0961129619956074,0.364800131905307,0.478664473108166,-6.4782319495542,0.937345752714699,-2661.82131612591
0.884317875488501,-1.71508916061549,8.19838948317621,1.50607167985755,-0.246565082461916,-0.405897702308108,0.121275581402746,-0.0299080109794718,-0.449800967301056,0.216505489796532,0.239639288421719,0.460846909638921,-6.18868461972241,0.832198854477244,-2660.30204387179
1.80084792272901,-0.667679181652139,6.47966139182061,1.62858385350094,0.21891737043346,-0.324086333222893,0.116297032789942,0.0080744739090475,-0.474073185944151,0.140132803776758,0.276799758087227,0.545594206892521,-7.39138216952737,0.854392453882549,-2657.44578639784
-4.56915181380324,-1.86760678788307,12.9621281454816,1.83737877465822,-0.00875263781271528,-0.494020344394423,0.264042642649982,0.0313594296939485,-0.329024553153556,0.105164003654769,0.362213901852611,0.601920450497981,-3.81859156997227,0.922517607374428,-2657.83044782252
-3.76725983868536,-0.352644487172912,12.1746447456675,1.7015660566028,0.14355674349249,0.115136674090488,0.325529330202343,0.295982538635749,-0.110914846126057,0.0243307854625132,0.0981437877571962,0.382384603657358,-14.4546429008462,0.873719169074455,-2663.45307072271
-0.526176288469001,-0.333126008045383,8.63658602268407,1.67563778408949,0.474396120323692,-1.0104940956855,0.25478234942754,-0.0392658298633162,-0.592851035016282,0.130153609101602,0.427635886890358,0.464589362498785,-10.9638739034551,0.914443868910313,-2660.66022728737
-4.8067377770427,-1.24563378869995,12.607714807906,1.47307813836155,0.713533705553842,-0.389823226715438,0.244849756282155,0.0458918443817343,-0.435701203275063,0.023000910460759,0.322909142525994,0.574199782289606,-5.8234323533149,0.882679023918656,-2655.38435907291
-3.85364226196704,-0.569749222335957,12.0641563789675,1.58739629404144,0.326767985009572,-0.533581841771326,0.278256898471991,0.0312170047606549,-0.420306667903642,0.0141625862860228,0.187104433663185,0.539183346590573,-8.7883152241997,0.895315061573836,-2656.3234879026
